DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,EDUCATION_LEVEL:Education Level,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,UNIT_MEASURE:Unit of measure,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,SOURCE_LINK:Citation of or link to the data source,SERIES_FOOTNOTE:Series footnote,OBS_STATUS:Observation Status,DATA_SOURCE:Data Source,OBS_CONF:Observation confidentaility,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided,OBS_FOOTNOTE:Observation footnote,FREQ_COLL:Time interval at which the source data are collected
UNICEF:EDUCATION(1.0): Education,BTN: Bhutan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q2: Second,_T: Total,PCNT: %,2010,53.20245,,,,AD: Adjusted,MICS 2010,,EOF: End of fieldwork,2010,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BTN: Bhutan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q3: Middle,_T: Total,PCNT: %,2010,41.55598,,,,AD: Adjusted,MICS 2010,,EOF: End of fieldwork,2010,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BTN: Bhutan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q4: Fourth,_T: Total,PCNT: %,2010,26.69958,,,,AD: Adjusted,MICS 2010,,EOF: End of fieldwork,2010,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BTN: Bhutan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q5: Highest,_T: Total,PCNT: %,2010,24.16198,,,,AD: Adjusted,MICS 2010,,EOF: End of fieldwork,2010,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BTN: Bhutan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,R: Rural,PCNT: %,2010,44.48481,,,,AD: Adjusted,MICS 2010,,EOF: End of fieldwork,2010,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BTN: Bhutan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,U: Urban,PCNT: %,2010,27.10736,,,,AD: Adjusted,MICS 2010,,EOF: End of fieldwork,2010,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BTN: Bhutan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2010,39.37796,,,,AD: Adjusted,MICS 2010,,EOF: End of fieldwork,2010,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,_T: Total,_T: Total,PCNT: %,2010,90,,,,AD: Adjusted,Core Welfare Indicators Survey 2009-10,F: Free,EOF: End of fieldwork,2009-10,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2010,90,,,,AD: Adjusted,Core Welfare Indicators Survey 2009-10,,EOF: End of fieldwork,2009-10,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_CR_L1: Completion rate for children of primary school age,F: Female,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2017,97.7,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_CR_L1: Completion rate for children of primary school age,M: Male,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2017,95.1,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,R: Rural,PCNT: %,2017,92.6,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,U: Urban,PCNT: %,2017,98.2,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2017,96.4,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2017,91.6,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2017,91.5,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,R: Rural,PCNT: %,2017,83.6,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,U: Urban,PCNT: %,2017,94.8,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2017,91.5,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2017,66.4,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2017,55.4,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,R: Rural,PCNT: %,2017,36.9,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,U: Urban,PCNT: %,2017,69.7,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2017,60.9,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_MAT_G23: Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics,F: Female,GRAD23: Grade 2 or 3 of primary school,_T: Total,_T: Total,PCNT: %,2011,30.98319,,,,,UNSD Global SDG Database,,,2011,,
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_MAT_G23: Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics,M: Male,GRAD23: Grade 2 or 3 of primary school,_T: Total,_T: Total,PCNT: %,2011,26.77869,,,,,UNSD Global SDG Database,,,2011,,
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_MAT_G23: Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics,_T: Total,GRAD23: Grade 2 or 3 of primary school,_T: Total,_T: Total,PCNT: %,2011,28.94522,,,,,UNSD Global SDG Database,,,2011,,
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_MAT_L1: Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,F: Female,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2013,69,,,,,UNSD Global SDG Database,,,2013,,
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_MAT_L1: Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,M: Male,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2013,60.7,,,,,UNSD Global SDG Database,,,2013,,
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_MAT_L1: Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2013,64.7,,,,,UNSD Global SDG Database,,,2013,,
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_READ_G23: Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading,F: Female,GRAD23: Grade 2 or 3 of primary school,_T: Total,_T: Total,PCNT: %,2011,62.56849,,,,,UNSD Global SDG Database,,,2011,,
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_READ_G23: Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading,M: Male,GRAD23: Grade 2 or 3 of primary school,_T: Total,_T: Total,PCNT: %,2011,48.58663,,,,,UNSD Global SDG Database,,,2011,,
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_READ_G23: Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading,_T: Total,GRAD23: Grade 2 or 3 of primary school,_T: Total,_T: Total,PCNT: %,2011,55.70191,,,,,UNSD Global SDG Database,,,2011,,
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_READ_L1: Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,F: Female,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2013,91.6,,,,,UNSD Global SDG Database,,,2013,,
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_READ_L1: Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,M: Male,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2013,78.6,,,,,UNSD Global SDG Database,,,2013,,
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_READ_L1: Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2013,84.9,,,,,UNSD Global SDG Database,,,2013,,
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_ROFST_L1: Out-of-school rate for children of primary school age,F: Female,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2017,1,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_ROFST_L1: Out-of-school rate for children of primary school age,M: Male,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2017,1.3,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,R: Rural,PCNT: %,2017,1.3,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,U: Urban,PCNT: %,2017,1.1,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2017,1.2,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2017,4.5,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2017,4,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,R: Rural,PCNT: %,2017,6.6,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,U: Urban,PCNT: %,2017,3,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2017,4.3,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2017,28,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2017,36.3,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,R: Rural,PCNT: %,2017,46.1,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,U: Urban,PCNT: %,2017,25.8,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,BWA: Botswana,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2017,32.3,,,,AD: Adjusted,Botswana Demographic Survey 2017,,EOF: End of fieldwork,2017,,0: Not Known
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,ED_15-24_LR: Youth literacy rate for 15-24 years,F: Female,_T: Total,_T: Total,_T: Total,PCNT: %,2018,28.70666,,,,,UIS,,,2018,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,ED_15-24_LR: Youth literacy rate for 15-24 years,M: Male,_T: Total,_T: Total,_T: Total,PCNT: %,2018,47.80493,,,,,UIS,,,2018,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,ED_15-24_LR: Youth literacy rate for 15-24 years,_T: Total,_T: Total,_T: Total,_T: Total,PCNT: %,2018,38.26865,,,,,UIS,,,2018,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",F: Female,ISCED11_02: Pre-primary education,_T: Total,_T: Total,PCNT: %,2019,38.21622,,,,,MICS 2018-19,,EOF: End of fieldwork,2018-19,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",M: Male,ISCED11_02: Pre-primary education,_T: Total,_T: Total,PCNT: %,2019,47.26687,,,,,MICS 2018-19,,EOF: End of fieldwork,2018-19,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,Q1: Lowest,_T: Total,PCNT: %,2019,25.86766,,,,,MICS 2018-19,,EOF: End of fieldwork,2018-19,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,Q2: Second,_T: Total,PCNT: %,2019,32.2363,,,,,MICS 2018-19,,EOF: End of fieldwork,2018-19,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,Q3: Middle,_T: Total,PCNT: %,2019,39.5088,,,,,MICS 2018-19,,EOF: End of fieldwork,2018-19,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,Q4: Fourth,_T: Total,PCNT: %,2019,50.8975,,,,,MICS 2018-19,,EOF: End of fieldwork,2018-19,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,Q5: Highest,_T: Total,PCNT: %,2019,79.73564,,,,,MICS 2018-19,,EOF: End of fieldwork,2018-19,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,_T: Total,R: Rural,PCNT: %,2019,32.56126,,,,,MICS 2018-19,,EOF: End of fieldwork,2018-19,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,_T: Total,U: Urban,PCNT: %,2019,66.00497,,,,,MICS 2018-19,,EOF: End of fieldwork,2018-19,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,_T: Total,_T: Total,PCNT: %,2019,42.85713,,,,,MICS 2018-19,,EOF: End of fieldwork,2018-19,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,F: Female,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2019,69.2127,,,,,MICS 2018-19,,EOF: End of fieldwork,2018-19,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,M: Male,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2019,76.05088,,,,,MICS 2018-19,,EOF: End of fieldwork,2018-19,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q1: Lowest,_T: Total,PCNT: %,2019,57.79021,,,,,MICS 2018-19,,EOF: End of fieldwork,2018-19,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q2: Second,_T: Total,PCNT: %,2019,64.30492,,,,,MICS 2018-19,,EOF: End of fieldwork,2018-19,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q3: Middle,_T: Total,PCNT: %,2019,70.97996,,,,,MICS 2018-19,,EOF: End of fieldwork,2018-19,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q4: Fourth,_T: Total,PCNT: %,2019,80.75931,,,,,MICS 2018-19,,EOF: End of fieldwork,2018-19,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q5: Highest,_T: Total,PCNT: %,2019,90.89909,,,,,MICS 2018-19,,EOF: End of fieldwork,2018-19,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,R: Rural,PCNT: %,2019,65.27376,,,,,MICS 2018-19,,EOF: End of fieldwork,2018-19,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,U: Urban,PCNT: %,2019,87.05639,,,,,MICS 2018-19,,EOF: End of fieldwork,2018-19,,
UNICEF:EDUCATION(1.0): Education,CAF: Central African Republic,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2019,72.75739,,,,,MICS 2018-19,,EOF: End of fieldwork,2018-19,,
