Country,Indicator,Sex,Education Level,Wealth Quintile,Residence,Value,Time
Guinea-Bissau,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,64.31231,2019
Guinea-Bissau,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,76.18798,2019
Guinea-Bissau,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,88.54638,2019
Guinea-Bissau,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,60.79686,2019
Guinea-Bissau,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,84.06011,2019
Guinea-Bissau,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,68.68378,2019
Guinea-Bissau,mpletion rate for children of primary school age,Female,Primary education,Total,Total,25.063,2019
Guinea-Bissau,mpletion rate for children of primary school age,Male,Primary education,Total,Total,29.22498,2019
Guinea-Bissau,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,9.895581,2019
Guinea-Bissau,mpletion rate for children of primary school age, Total,Primary education,Second,Total,14.18554,2019
Guinea-Bissau,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,16.65635,2019
Guinea-Bissau,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,32.71726,2019
Guinea-Bissau,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,57.11846,2019
Guinea-Bissau,mpletion rate for children of primary school age, Total,Primary education,Total,ural,14.27457,2019
Guinea-Bissau,mpletion rate for children of primary school age, Total,Primary education,Total,rban,47.27245,2019
Guinea-Bissau,mpletion rate for children of primary school age, Total,Primary education,Total,Total,27.22732,2019
Guinea-Bissau, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,26.44644,2019
Guinea-Bissau, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,28.91671,2019
Guinea-Bissau, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,37.73837,2019
Guinea-Bissau, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,38.80823,2019
Guinea-Bissau, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,34.1634,2019
Guinea-Bissau, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,18.56726,2019
Guinea-Bissau, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,6.144613,2019
Guinea-Bissau, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,36.47474,2019
Guinea-Bissau, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,10.57658,2019
Guinea-Bissau, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,27.69451,2019
Guatemala,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,93.0,2015
Guatemala,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,94.3,2015
Guatemala,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,89.4,2015
Guatemala,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,92.2,2015
Guatemala,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,93.6,2015
Guatemala,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,97.6,2015
Guatemala,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,98.0,2015
Guatemala,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,92.4,2015
Guatemala,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,95.7,2015
Guatemala,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,93.6,2015
Guatemala,mpletion rate for children of primary school age,Female,Primary education,Total,Total,76.21916,2015
Guatemala,mpletion rate for children of primary school age,Male,Primary education,Total,Total,79.97261,2015
Guatemala,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,55.68007,2015
Guatemala,mpletion rate for children of primary school age, Total,Primary education,Second,Total,71.04102,2015
Guatemala,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,78.43149,2015
Guatemala,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,90.5668,2015
Guatemala,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,96.17542,2015
Guatemala,mpletion rate for children of primary school age, Total,Primary education,Total,ural,72.20045,2015
Guatemala,mpletion rate for children of primary school age, Total,Primary education,Total,rban,86.62657,2015
Guatemala,mpletion rate for children of primary school age, Total,Primary education,Total,Total,78.05787,2015
Guatemala,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Female,Primary education,Total,Total,29.74469,2013
Guatemala,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Male,Primary education,Total,Total,39.0754,2013
Guatemala,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,34.46266,2013
Guatemala,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Female,Primary education,Total,Total,35.49712,2013
Guatemala,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Male,Primary education,Total,Total,37.2564,2013
Guatemala,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,36.37558,2013
Guatemala, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,5.8,2015
Guatemala, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,5.1,2015
Guatemala, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,9.3,2015
Guatemala, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,6.7,2015
Guatemala, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,5.0,2015
Guatemala, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,2.3,2015
Guatemala, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,1.6,2015
Guatemala, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,6.4,2015
Guatemala, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,3.9,2015
Guatemala, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,5.5,2015
Guyana,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,96.63953,2020
Guyana,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,96.31913,2020
Guyana,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,96.14404,2020
Guyana,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,98.11974,2020
Guyana,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,94.39429,2020
Guyana,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,96.03699,2020
Guyana,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,97.75002,2020
Guyana,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,95.9811,2020
Guyana,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,98.05428,2020
